1.119999999999999929e+01,6.000000000000000000e+00,1.839999999999999858e+01,9.100000000000000000e+01,9.800000000000000711e+00,1.016299999999999955e+03,0.000000000000000000e+00
1.230000000000000071e+01,7.400000000000000355e+00,1.819999999999999929e+01,1.300000000000000000e+02,8.000000000000000000e+00,1.014500000000000000e+03,2.100000000000000089e+00
9.199999999999999289e+00,7.500000000000000000e+00,1.140000000000000036e+01,1.320000000000000000e+02,5.799999999999999822e+00,1.010899999999999977e+03,1.490000000000000036e+01
9.800000000000000711e+00,7.000000000000000000e+00,1.519999999999999929e+01,1.350000000000000000e+02,8.599999999999999645e+00,1.014799999999999955e+03,2.200000000000000178e+00
1.059999999999999964e+01,9.900000000000000355e+00,1.200000000000000000e+01,1.410000000000000000e+02,1.390000000000000036e+01,1.016700000000000045e+03,1.330000000000000071e+01
1.080000000000000071e+01,9.300000000000000711e+00,1.240000000000000036e+01,1.200000000000000000e+02,6.900000000000000355e+00,1.014500000000000000e+03,3.729999999999999716e+01
1.340000000000000036e+01,1.119999999999999929e+01,1.660000000000000142e+01,1.500000000000000000e+02,9.400000000000000355e+00,1.008799999999999955e+03,4.270000000000000284e+01
1.180000000000000071e+01,1.059999999999999964e+01,1.440000000000000036e+01,3.330000000000000000e+02,2.799999999999999822e+00,1.011899999999999977e+03,9.400000000000000355e+00
1.390000000000000036e+01,1.000000000000000000e+01,1.739999999999999858e+01,7.300000000000000000e+01,5.900000000000000355e+00,1.010299999999999955e+03,1.639999999999999858e+01
1.250000000000000000e+01,9.000000000000000000e+00,1.580000000000000071e+01,3.260000000000000000e+02,6.400000000000000355e+00,1.011200000000000045e+03,2.030000000000000071e+01
8.599999999999999645e+00,6.200000000000000178e+00,1.200000000000000000e+01,3.390000000000000000e+02,2.799999999999999822e+00,1.011100000000000023e+03,2.100000000000000089e+00
7.599999999999999645e+00,4.700000000000000178e+00,1.119999999999999929e+01,1.100000000000000000e+01,3.700000000000000178e+00,1.010799999999999955e+03,3.600000000000000089e+00
4.700000000000000178e+00,-4.000000000000000222e-01,8.400000000000000355e+00,1.100000000000000000e+02,6.400000000000000355e+00,1.011000000000000000e+03,5.299999999999999822e+00
4.099999999999999645e+00,-1.899999999999999911e+00,1.040000000000000036e+01,4.500000000000000000e+01,3.799999999999999822e+00,1.012100000000000023e+03,0.000000000000000000e+00
2.399999999999999911e+00,-3.899999999999999911e+00,7.200000000000000178e+00,2.000000000000000000e+01,5.400000000000000355e+00,1.012700000000000045e+03,0.000000000000000000e+00
-4.000000000000000222e-01,-5.099999999999999645e+00,4.799999999999999822e+00,6.100000000000000000e+01,2.899999999999999911e+00,1.017200000000000045e+03,0.000000000000000000e+00
1.500000000000000000e+00,-2.200000000000000178e+00,7.000000000000000000e+00,3.600000000000000000e+01,4.299999999999999822e+00,1.019600000000000023e+03,0.000000000000000000e+00
2.600000000000000089e+00,-2.600000000000000089e+00,9.599999999999999645e+00,5.900000000000000000e+01,2.899999999999999911e+00,1.025799999999999955e+03,0.000000000000000000e+00
6.799999999999999822e+00,8.000000000000000444e-01,1.159999999999999964e+01,1.210000000000000000e+02,8.199999999999999289e+00,1.027200000000000045e+03,4.000000000000000222e-01
1.009999999999999964e+01,7.599999999999999645e+00,1.380000000000000071e+01,1.200000000000000000e+02,9.599999999999999645e+00,1.023799999999999955e+03,3.100000000000000089e+00
1.169999999999999929e+01,1.019999999999999929e+01,1.350000000000000000e+01,1.320000000000000000e+02,1.290000000000000036e+01,1.018899999999999977e+03,4.299999999999999822e+00
1.100000000000000000e+01,8.300000000000000711e+00,1.380000000000000071e+01,1.330000000000000000e+02,1.330000000000000071e+01,1.009700000000000045e+03,1.269999999999999929e+01
9.800000000000000711e+00,7.500000000000000000e+00,1.319999999999999929e+01,1.410000000000000000e+02,1.610000000000000142e+01,1.005200000000000045e+03,3.579999999999999716e+01
1.009999999999999964e+01,8.300000000000000711e+00,1.300000000000000000e+01,1.950000000000000000e+02,1.190000000000000036e+01,1.005299999999999955e+03,2.389999999999999858e+01
6.900000000000000355e+00,5.999999999999999778e-01,9.400000000000000355e+00,3.380000000000000000e+02,7.799999999999999822e+00,1.005700000000000045e+03,1.930000000000000071e+01
2.500000000000000000e+00,-5.999999999999999778e-01,8.000000000000000000e+00,3.400000000000000000e+02,7.799999999999999822e+00,1.012899999999999977e+03,0.000000000000000000e+00
2.700000000000000178e+00,-1.800000000000000044e+00,8.199999999999999289e+00,7.700000000000000000e+01,4.400000000000000355e+00,1.016399999999999977e+03,0.000000000000000000e+00
9.199999999999999289e+00,4.500000000000000000e+00,1.380000000000000071e+01,1.320000000000000000e+02,9.199999999999999289e+00,1.010700000000000045e+03,1.030000000000000071e+01
1.080000000000000071e+01,7.700000000000000178e+00,1.600000000000000000e+01,2.540000000000000000e+02,7.500000000000000000e+00,1.004100000000000023e+03,2.060000000000000142e+01
1.180000000000000071e+01,7.799999999999999822e+00,1.680000000000000071e+01,1.220000000000000000e+02,1.190000000000000036e+01,1.000500000000000000e+03,1.390000000000000036e+01
1.069999999999999929e+01,9.500000000000000000e+00,1.259999999999999964e+01,1.360000000000000000e+02,9.300000000000000711e+00,1.002299999999999955e+03,1.580000000000000071e+01
1.140000000000000036e+01,8.099999999999999645e+00,1.519999999999999929e+01,4.600000000000000000e+01,4.200000000000000178e+00,1.010700000000000045e+03,2.100000000000000089e+00
1.150000000000000000e+01,7.000000000000000000e+00,1.760000000000000142e+01,5.700000000000000000e+01,3.700000000000000178e+00,1.017899999999999977e+03,0.000000000000000000e+00
1.169999999999999929e+01,7.200000000000000178e+00,1.700000000000000000e+01,2.800000000000000000e+01,4.700000000000000178e+00,1.019700000000000045e+03,0.000000000000000000e+00
1.230000000000000071e+01,7.200000000000000178e+00,1.760000000000000142e+01,1.600000000000000000e+01,3.899999999999999911e+00,1.019799999999999955e+03,0.000000000000000000e+00
1.300000000000000000e+01,6.599999999999999645e+00,1.960000000000000142e+01,8.500000000000000000e+01,4.000000000000000000e+00,1.017100000000000023e+03,0.000000000000000000e+00
1.459999999999999964e+01,8.400000000000000355e+00,2.180000000000000071e+01,1.330000000000000000e+02,7.599999999999999645e+00,1.009700000000000045e+03,1.000000000000000056e-01
1.340000000000000036e+01,1.009999999999999964e+01,1.780000000000000071e+01,1.530000000000000000e+02,1.369999999999999929e+01,1.002100000000000023e+03,1.190000000000000036e+01
1.130000000000000071e+01,9.900000000000000355e+00,1.340000000000000036e+01,1.480000000000000000e+02,1.359999999999999964e+01,1.009299999999999955e+03,2.430000000000000071e+01
1.330000000000000071e+01,9.800000000000000711e+00,1.780000000000000071e+01,1.530000000000000000e+02,1.409999999999999964e+01,1.010799999999999955e+03,7.200000000000000178e+00
1.009999999999999964e+01,7.900000000000000355e+00,1.200000000000000000e+01,1.230000000000000000e+02,9.000000000000000000e+00,1.008200000000000045e+03,4.360000000000000142e+01
6.799999999999999822e+00,3.799999999999999822e+00,9.900000000000000355e+00,2.880000000000000000e+02,5.299999999999999822e+00,1.019799999999999955e+03,0.000000000000000000e+00
4.200000000000000178e+00,5.999999999999999778e-01,6.200000000000000178e+00,7.700000000000000000e+01,6.700000000000000178e+00,1.018399999999999977e+03,2.569999999999999929e+01
-1.000000000000000000e+00,-4.900000000000000355e+00,2.000000000000000000e+00,3.500000000000000000e+02,6.599999999999999645e+00,1.021399999999999977e+03,6.000000000000000000e+00
-6.999999999999999556e-01,-7.400000000000000355e+00,7.200000000000000178e+00,6.000000000000000000e+00,6.799999999999999822e+00,1.030299999999999955e+03,0.000000000000000000e+00
1.399999999999999911e+00,-5.700000000000000178e+00,9.199999999999999289e+00,1.700000000000000000e+01,3.799999999999999822e+00,1.027799999999999955e+03,0.000000000000000000e+00
5.200000000000000178e+00,-8.000000000000000444e-01,1.140000000000000036e+01,3.900000000000000000e+01,4.200000000000000178e+00,1.023500000000000000e+03,0.000000000000000000e+00
7.500000000000000000e+00,3.200000000000000178e+00,1.400000000000000000e+01,2.000000000000000000e+01,3.700000000000000178e+00,1.023100000000000023e+03,0.000000000000000000e+00
8.300000000000000711e+00,3.799999999999999822e+00,1.430000000000000071e+01,6.700000000000000000e+01,4.900000000000000355e+00,1.026500000000000000e+03,0.000000000000000000e+00
9.500000000000000000e+00,6.000000000000000000e+00,1.440000000000000036e+01,1.080000000000000000e+02,6.299999999999999822e+00,1.026599999999999909e+03,1.000000000000000056e-01
